Gathered number of frames_epoch,Gathered number of frames_step,epoch,lr,step,train_feature_penalty_epoch,train_feature_penalty_step,train_loss_epoch,train_loss_step,train_masked_accuracy_epoch,train_masked_accuracy_step,train_unmasked_accuracy_epoch,train_unmasked_accuracy_step
,1360.0,0,1.6000000186977559e-06,49,,0.2714219391345978,,4.991581439971924,,0.0402199923992157,,0.017607349902391434
,1368.0,0,3.2000000373955118e-06,99,,0.34128323197364807,,4.7435994148254395,,0.05527583137154579,,0.044077545404434204
,1372.0,0,4.800000169780105e-06,149,,0.2966552972793579,,4.706681251525879,,0.06935948878526688,,0.06430427730083466
,1320.0,0,6.4000000747910235e-06,199,,0.3253178596496582,,4.548125267028809,,0.08389300853013992,,0.08106131851673126
,1356.0,0,7.999999979801942e-06,249,,0.42755845189094543,,4.679977893829346,,0.0939229279756546,,0.09223822504281998
,1388.0,0,9.60000033956021e-06,299,,0.4980068504810333,,4.8989667892456055,,0.1010294184088707,,0.10005070269107819
,1344.0,0,1.1199999789823778e-05,349,,0.4711722433567047,,3.9415173530578613,,0.10820196568965912,,0.10733891278505325
,1364.0,0,1.2800000149582047e-05,399,,0.5506455302238464,,4.658558368682861,,0.11157727986574173,,0.10991344600915909
,1352.0,0,1.4399999599845614e-05,449,,0.5983843803405762,,4.937280654907227,,0.11557359248399734,,0.1137811541557312
,1408.0,0,1.5999999959603883e-05,499,,0.767306387424469,,4.9726881980896,,0.11884501576423645,,0.11664395034313202
,1396.0,0,1.759999940986745e-05,549,,0.8643990159034729,,4.9143829345703125,,0.12282159179449081,,0.11927851289510727
,1384.0,0,1.920000067912042e-05,599,,0.8043708801269531,,4.327163219451904,,0.1275700181722641,,0.12296026945114136
,1348.0,0,2.080000012938399e-05,649,,0.8116348385810852,,4.4506916999816895,,0.13143426179885864,,0.1251096874475479
,1372.0,0,2.2399999579647556e-05,699,,0.8806185126304626,,4.416707515716553,,0.13624411821365356,,0.12921226024627686
,1372.0,0,2.4000000848900527e-05,749,,0.6425133347511292,,3.676470994949341,,0.1403757631778717,,0.13233919441699982
