Gathered number of frames_epoch,Gathered number of frames_step,epoch,lr,step,train_feature_penalty_epoch,train_feature_penalty_step,train_loss_epoch,train_loss_step,train_masked_accuracy_epoch,train_masked_accuracy_step,train_unmasked_accuracy_epoch,train_unmasked_accuracy_step
1352.0,,0,,10032,2.7007555961608887,,2.3507137298583984,,0.40532544255256653,,0.08850227296352386,
,1344.0,1,9.235861944034696e-05,10049,,5.68740177154541,,2.3497066497802734,,0.378574937582016,,0.054117847234010696
,1364.0,1,9.23034458537586e-05,10099,,4.725759029388428,,2.3565080165863037,,0.3811461329460144,,0.05538119748234749
,1360.0,1,9.224827226717025e-05,10149,,3.567866802215576,,2.449249267578125,,0.3845580220222473,,0.05326834321022034
,1360.0,1,9.219310595653951e-05,10199,,3.263352155685425,,2.1567444801330566,,0.3841755986213684,,0.05041520670056343
,1380.0,1,9.213793236995116e-05,10249,,3.924133539199829,,2.295210123062134,,0.3754826486110687,,0.04989264905452728
,1356.0,1,9.20827587833628e-05,10299,,4.662204265594482,,2.625823497772217,,0.3805876076221466,,0.0488453283905983
,1324.0,1,9.202758519677445e-05,10349,,5.187788009643555,,1.9729424715042114,,0.38021329045295715,,0.047332294285297394
,1368.0,1,9.19724116101861e-05,10399,,5.671508312225342,,2.589172124862671,,0.3839091360569,,0.04595763608813286
,1376.0,1,9.191723802359775e-05,10449,,2.935087203979492,,2.253502130508423,,0.3830847144126892,,0.04599323123693466
,1320.0,1,9.186207171296701e-05,10499,,4.398581027984619,,2.297999382019043,,0.38498446345329285,,0.04560473933815956
,1360.0,1,9.180689812637866e-05,10549,,3.962979793548584,,2.410351276397705,,0.3839939534664154,,0.04583078995347023
,1344.0,1,9.17517245397903e-05,10599,,5.131655216217041,,2.7003159523010254,,0.38433635234832764,,0.045884400606155396
,1372.0,1,9.169655095320195e-05,10649,,2.613039255142212,,1.9870580434799194,,0.38334575295448303,,0.04617752507328987
,1360.0,1,9.16413773666136e-05,10699,,3.3532721996307373,,1.8954687118530273,,0.3818647861480713,,0.04663541540503502
,1364.0,1,9.158620378002524e-05,10749,,2.291347026824951,,1.6015206575393677,,0.38438183069229126,,0.04736337438225746
,1344.0,1,9.15310374693945e-05,10799,,6.56979513168335,,2.257960796356201,,0.38693857192993164,,0.04745863750576973
,1356.0,1,9.147586388280615e-05,10849,,8.294302940368652,,2.213266134262085,,0.387056827545166,,0.047545284032821655
,1404.0,1,9.14206902962178e-05,10899,,4.445281982421875,,2.9408059120178223,,0.38770848512649536,,0.04741983115673065
,1364.0,1,9.136551670962945e-05,10949,,1.3775994777679443,,1.469760775566101,,0.3887823224067688,,0.04789578542113304
,1376.0,1,9.13103431230411e-05,10999,,4.761529445648193,,2.72426438331604,,0.3889179825782776,,0.048065729439258575
,1352.0,1,9.125516953645274e-05,11049,,3.041278123855591,,1.822846531867981,,0.38923847675323486,,0.04809596389532089
,1352.0,1,9.1200003225822e-05,11099,,5.6734771728515625,,2.2561962604522705,,0.389191597700119,,0.0479547455906868
,1360.0,1,9.114482963923365e-05,11149,,5.0350260734558105,,3.059572219848633,,0.3895130753517151,,0.04745977371931076
,1372.0,1,9.10896560526453e-05,11199,,5.098232746124268,,2.0893545150756836,,0.3905843198299408,,0.047109510749578476
,1380.0,1,9.103448246605694e-05,11249,,4.988215446472168,,1.5601612329483032,,0.39038634300231934,,0.04683630168437958
,1376.0,1,9.097930887946859e-05,11299,,3.02608585357666,,1.5377243757247925,,0.3900230824947357,,0.04688532277941704
,1380.0,1,9.092413529288024e-05,11349,,3.5370919704437256,,2.416865587234497,,0.39001256227493286,,0.04664219915866852
,1388.0,1,9.08689689822495e-05,11399,,4.908504486083984,,2.242746353149414,,0.38989365100860596,,0.046491771936416626
,1388.0,1,9.081379539566115e-05,11449,,10.757196426391602,,2.6381618976593018,,0.39064911007881165,,0.046498436480760574
,1388.0,1,9.075862180907279e-05,11499,,5.65871524810791,,3.279228925704956,,0.3906000852584839,,0.04692253842949867
,1372.0,1,9.070344822248444e-05,11549,,4.518800258636475,,2.482607126235962,,0.3902773857116699,,0.047136154025793076
,1368.0,1,9.064827463589609e-05,11599,,4.377901554107666,,2.027904748916626,,0.39093032479286194,,0.04713451862335205
